protoform;DoT;Type;id
Most tone_low calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_low calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_low calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of tone_low calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_low calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_low calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_low calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_low calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority tone_medium calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_medium calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_medium calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_medium calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_medium calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_medium calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_medium calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of tone_high calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_high calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_high calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_high calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority tone_high calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_high calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_high calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority tone_high calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of tone_high calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most tone_high calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_high calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most tone_high calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of tone_high calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most spectrum_low calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in hipomania are quality_low compared to the state of euthymia.;0.7163700871622293;2.0;only spectralflux - Interval
Minority of spectrum_low calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most spectrum_low calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_low calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_low calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_medium calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of spectrum_medium calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most spectrum_high calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in hipomania are loudness_high compared to the state of euthymia.;0.6085438045412468;2.0;only spectralflux - Interval
Most spectrum_high calls in hipomania are quality_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in hipomania are quality_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in hipomania are quality_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in hipomania are quality_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most spectrum_high calls in hipomania are quality_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of spectrum_high calls in hipomania are quality_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most quality_low calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of quality_low calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most quality_low calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of quality_low calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most quality_low calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_low calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_low calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most quality_medium calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Most quality_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in hipomania are spectrum_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_medium calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_medium calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in hipomania are tone_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in hipomania are tone_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in hipomania are tone_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in hipomania are tone_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in hipomania are tone_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in hipomania are tone_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in hipomania are loudness_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in hipomania are loudness_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in hipomania are loudness_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in hipomania are loudness_medium compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in hipomania are loudness_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in hipomania are loudness_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in hipomania are spectrum_low compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in hipomania are spectrum_low compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Most quality_high calls in hipomania are spectrum_medium compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
Minority of quality_high calls in hipomania are spectrum_medium compared to the state of euthymia.;0.852333051440828;2.0;only spectralflux - Interval
Most quality_high calls in hipomania are spectrum_high compared to the state of euthymia.;1.0;2.0;only spectralflux - Interval
Minority of quality_high calls in hipomania are spectrum_high compared to the state of euthymia.;0.0;2.0;only spectralflux - Interval
